*,Firmware,Version,Invalid
*,GasSupply,n/a,Failed
*,GasSupply,n/a,Restored
*,Installation,AutoRegistration,InProgress
*,Installation,AutoRegistration,Succeeded
*,Installation,n/a,ChangeOut
*,LoadControl,AllEvents,CancelFailed
*,LoadControl,AllEvents,Cancelled
*,Loadcontrol,ControlPoint,Changed
*,LoadControl,Event,CancelFailed
*,LoadControl,Event,Cancelled
*,LoadControl,Event,Created
*,LoadControl,Event,Opted-In
*,LoadControl,Event,Opted-Out
*,Loadcontrol,n/a,Aborted
*,LoadControl,n/a,Scheduled
*,LoadControl,Program,Activated
*,Loadcontrol,Relay,Changed
*,Loadcontrol,Schedule,Aborted
*,Loadcontrol,Schedule,Loaded
*,Loadcontrol,Status,Restored
*,Loadcontrol,Status,Started
*,Loadcontrol,Status,Stopped
*,Loadprofile,ListPointers,Reset
*,Loadprofile,Readings,Failed
*,Loadprofile,Storage,Corrupted
*,Loadprofile,Storage,Full
*,Logs,EventLog,Changed
*,Logs,EventLog,Cleared
*,Logs,EventLog,Error
*,Logs,EventLog,Full
*,Logs,HistoryLog,Changed
*,Logs,HistoryLog,Cleared
*,Memory,Allocation,Error
*,Memory,Buffer,Overflow
*,Memory,EPROM,Accessed
*,Memory,EPROM,Changed
*,Memory,EPROM,Failed
*,Memory,Frames,Error
*,Memory,Interval,Overflow
*,Memory,n/a,Corrupted
*,Memory,n/a,Mismatched
*,Memory,NVRAM,Failed
*,Memory,Parameter,Mismatched
*,Memory,Pulse,Error
*,Memory,RAM,Error
*,Memory,RAM,Failed
*,Memory,RAM,Full
*,Memory,Recovery,Failed
*,Memory,ROM,Error
*,Memory,ROM,Failed
*,Memory,Storage,Full
*,Memory,Table,Full
*,Memory,Table,Overflow
*,Metrology,BTU,OutofRange
*,Metrology,Calculation,Error
*,Metrology,Calibration,Changed
*,Metrology,Calibration,OutofRange
*,Metrology,Calibration,Expired
*,Metrology,Concentration,OutofRange
*,Metrology,EventLog,Cleared
*,Metrology,EWM,Failed
*,Metrology,FPV,OutofRange
*,Metrology,GCAnalyzer,Failed
*,Metrology,HistoryLog,Cleared
*,Metrology,Input,Error
*,Metrology,Input,Invalid
*,Metrology,Interval,Succeeded
*,Metrology,LastRead,Changed
*,Metrology,List,Changed
*,Metrology,List,Cleared
*,Metrology,List,Reset
*,Metrology,Measurement,Error
*,Metrology,Measurement,Failed
*,Metrology,MOL%,OutofRange
*,Metrology,n/a,Error
*,Metrology,n/a,Normal
*,Metrology,n/a,Reprogrammed
*,Metrology,NVRAM,Failed
*,Metrology,Pulse,Error
*,Metrology,Pulse,Failed
*,Metrology,Pulse,Overflow
*,Metrology,Readings,Failed
*,Metrology,Readings,Normal
*,Metrology,Readings,NotFound
*,Metrology,Readings,Scheduled
*,Metrology,Register,Error
*,Metrology,Register,Exceeded
*,Metrology,Register,Full
*,Metrology,Register,Mismatched
*,Metrology,Register,Succeeded
*,Metrology,SelfRead,Succeeded
*,Metrology,SigmaticMessage,Invalid
*,Metrology,SpecificGravity,OutofRange
*,Metrology,Status,Error
*,Metrology,Table,Activated
*,Metrology,Table,Changed
*,Metrology,Table,Cleared
*,Metrology,Threshold,Exceeded
*,Metrology,Threshold,MaxLimitReached
*,Metrology,Threshold,MinLimitReached
*,Metrology,Threshold,OutofRange
*,Metrology,Usage,Exceeded
*,MobileSecurity,Data,Error
*,MobileSecurity,LANAddress,Invalid
*,MobileSecurity,NetworkId,Invalid
*,MobileSecurity,SecurityKey,Error
*,MobileSecurity,SecurityKey,Expired
*,MobileSecurity,SecurityKey,Invalid
*,MobileSecurity,SecurityKey,Preempted
*,MobileSecurity,SecurityKey,Processed
*,MobileSecurity,SecurityKey,Released
*,MobileSecurity,SecurityKeyLength,Invalid
*,MobileSecurity,SecurityKeyVersion,Invalid
*,MobileSecurity,Session,Disallowed
*,Modem,Charge,MinLimitReached
*,Modem,Status,Failed
*,Modem,Status,Initialized
*,Modem,Status,Installed
*,Modem,Status,NotFound
*,ModuleFirmware,Status,Replaced
*,Network,Association,Failed
*,Network,HeadEndSystem,Connected
*,Network,ParentDevice,Disabled
*,Network,Radio,Failed
*,Network,Radio,Registered
*,Network,Status,Connected
*,Network,Status,Disabled
*,Network,Status,Disconnected
*,Network,Status,Error
*,Network,Status,Failed
*,Network,Status,Installed
*,Network,Status,Removed
*,Network,Status,Sealed
*,Network,Status,Started
*,Network,Status,Stopped
*,Network,Status,Unsealed
*,Pairing,Window,Closed
*,Pairing,Window,Opened
*,Pairing,n/a,Succeeded
*,Pairing,n/a,Failed
*,Power,Current,MinLimitReached
*,Power,Frequency,Unstable
*,Power,NeutralCurrent,MaxLimitReached
*,Power,NeutralCurrent,MaxLimitReachedCleared
*,Power,Phase,CrossPhaseDetected
*,Power,Phase,CrossPhaseCleared
*,Power,Phase,Failed
*,Power,Phase,Inactive
*,Power,Phase,InactiveCleared
*,Power,Phase,Normal
*,Power,Phase,OutofRange
*,Power,Phase,Restored
*,Power,PhaseAngle,OutofRange
*,Power,PhaseAngle,OutofRangeCleared
*,Power,PhaseAngle,Exceeded
*,Power,PhaseAVoltage,SagStarted
*,Power,PhaseAVoltage,SagStopped
*,Power,PhaseAVoltage,SwellStarted
*,Power,PhaseAVoltage,SwellStopped
*,Power,PhaseBVoltage,SagStarted
*,Power,PhaseBVoltage,SagStopped
*,Power,PhaseBVoltage,SwellStarted
*,Power,PhaseBVoltage,SwellStopped
*,Power,PhaseCVoltage,SagStarted
*,Power,PhaseCVoltage,SagStopped
*,Power,PhaseCVoltage,SwellStarted
*,Power,PhaseCVoltage,SwellStopped
*,Power,PhaseSequence,Error
*,Power,PhaseVoltage,LossDetected
*,Power,PowerFactor,Exceeded
*,Power,PowerFactor,OutofRangeCleared
*,Power,PowerFactor,OutofRange
*,Power,PowerQuality,HighDistortion
*,Power,PowerQuality,HighDistortionCleared
*,Power,PowerQuality,OutofRange
*,Power,PowerQualityRecording,Disabled
*,Power,PowerQualityRecording,Enabled
*,Power,Status,Disconnected
*,Power,n/a,Failed
*,Power,n/a,Restored
*,Power,Voltage,Exceeded
*,Power,Voltage,Imbalanced
*,Power,Voltage,ImbalanceCleared
*,Power,Voltage,LossDetected
*,Power,Voltage,MaxLimitReached
*,Power,Voltage,MinLimitReached
*,Power,Voltage,Normal
*,Power,Voltage,SagStarted
*,Power,Voltage,SagStopped
*,Power,Voltage,SwellStarted
*,Power,Voltage,SwellStopped
*,Pressure,Threshold,MaxLimitReached
*,Pressure,Threshold,MinLimitReached
*,Pressure,Threshold,OutofRange
*,RCDswitch,n/a,Connected
*,RCDSwitch,n/a,ConnectFailed
*,RCDswitch,n/a,Disconnected
*,RCDswitch,n/a,DisconnectFailed
*,Security,Access,NotAuthorized
*,Security,Access,Succeeded
*,Security,Certificate,Expired
*,Security,Cover,Removed
*,Security,CRC,Error
*,Security,Data,Unsecure
*,Security,Decryption,Error
*,Security,Decryption,Failed
*,Security,Door,Accessed
*,Security,Encoder,TamperDetected
*,Security,Feature,Failed
*,Security,Flow,Reversed
*,Security,HMAC,Failed
*,Security,Login,Failed
*,Security,MagneticSwitch,TamperDetected
*,Security,n/a,TamperDetected
*,Security,n/a,Tilted
*,Security,NetworkId,Invalid
*,Security,Parity,Error
*,Security,Password,Changed
*,Security,Password,Invalid
*,Security,RemoteAccess,Succeeded
*,Security,Rotation,Reversed
*,Security,SecuredRegister,Accessed
*,Security,SecurityKey,Disabled
*,Security,SecurityKey,Enabled
*,Security,SecurityKey,Error
*,Security,SecurityKey,Invalid
*,Security,SecurityKey,Preempted
*,Security,SecurityKey,Processed
*,Security,SecurityKey,Unlocked
*,Security,SecurityKeyLength,Invalid
*,Security,SecurityKeyVersion,Invalid
*,Security,Signature,Error
*,Security,Signature,Failed
*,Security,Signature,Invalid
*,Security,Signature,NotFound
*,Security,SignatureLength,Invalid
*,Security,SignatureTimestamp,Invalid
*,Security,SignatureUsage,Error
*,Security,WriteAccess,Succeeded
*,Temperature,n/a,Normal
*,Temperature,n/a,OutofRange
*,Temperature,Threshold,MaxLimitReached
*,Temperature,Threshold,MinLimitReached
*,VideoDisplay,Status,Failed
*,VideoDisplay,TextMessage,Cancelled
*,VideoDisplay,TextMessage,Succeeded
*,WaterSupply,n/a,Failed
*,WaterSupply,n/a,Restored
*,POWER,VOLTAGE,REESTABLISHED
*,POWER,VOLTAGE,FAILED
*,FIRMWARE,AUTDPROCESS,RESETOCCURRED
*,CLOCK,TIME,CHANGE
*,CLOCK,TIMESYNC,CHANGED
*,CLOCK,TIMESYNC,CHANGEPENDING
*,CONFIGURATION,DATA,CHANGE
*,METROLOGY,REGISTER,OVERFLOW
*,n/a,EVENT,ERROR
*,MEMORY,DATA,CLEARED
*,n/a,n/a,ERROR
*,FIRMWARE,FEATURE,ERROR
*,DEMAND,READINGS,RESETOCCURRED
*,BILLING,EVENT,PROCESSED
*,FIRMWARE,EVENT,STARTED
*,FIRMWARE,EVENT,STOPPED
DAP_DEVICE,POWER,PHASE,FAILED
DAP_DEVICE,POWER,PHASEVOLTAGE,SAGSTARTED
DAP_DEVICE,POWER,PHASEVOLTAGE,SWELLSTARTED
*,SECURITY,EVENT,TAMPERDETECTED
*,SECURITY,COVER,OPENED
*,SECURITY,DOOR,OPENED
*,LOADPROFILE,READINGS,CLEARED
*,CLOCK,EVENT,INVALID
*,BATTERY,n/a,MINLIMITREACHED
*,BILLING,TOU,ACTIVATED
*,LOGS,REGISTER,CLEARED
*,MEMORY,PROGRAM,ERROR
*,MEMORY,NVRAM,ERROR
*,FIRMWARE,AUTDPROCESS,ERROR
*,FIRMWARE,DATA,DOWNLOADED
*,FIRMWARE,DATA,ACTIVATED
*,SECURITY,DOOR,CLOSED
*,SECURITY,MAGNETICSWITCH,STARTED
*,SECURITY,MAGNETICSWITCH,STOPPED
*,SECURITY,COVER,CLOSED
*,SECURITY,PASSWORD,ATTEMPTED
*,LOADCONTROL,THRESHOLD,EXCEEDED
*,LOADCONTROL,THRESHOLD,RESTORED
*,LOADCONTROL,THRESHOLD,CHANGED
*,COMMUNICATION,METERBUS,ERROR
*,COMMUNICATION,METERBUS,RESTORED
*,BATTERY,METERBUS,MINLIMITREACHED
*,SECURITY,METERBUS,ATTEMPTED
*,CLOCK,METERBUS,CHANGED
*,RCDSWITCH,METERBUS,DISCONNECTED
*,RCDSWITCH,METERBUS,CONNECTED
*,RCDSWITCH,METERBUS,ERROR
COLLECTOR,POWER,POWERQUALITYRECORDING,DECREASED
COLLECTOR,POWER,POWERQUALITYRECORDING,FULL
COLLECTOR,POWER,POWERQUALITYRECORDING,LIMITCHANGED
COLLECTOR,POWER,POWERQUALITYRECORDING,DISCONNECTED
COLLECTOR,POWER,POWERQUALITYRECORDING,CONNECTED
COLLECTOR,POWER,POWERQUALITYRECORDING,TERMINATED
COLLECTOR,BATTERY,CHARGE,START
COLLECTOR,BATTERY,CHARGE,STOP
n/a,PAIRING,AUTOREGISTRATION,START
n/a,PAIRING,ASSOCIATION,CONFIRMED
n/a,PAIRING,ASSOCIATION,FAILED
n/a,LOGS,ALARMTABLE,CREATED
n/a,LOGS,ALARMTABLE,ERROR
n/a,ASSOCIATEDDEVICE,STATUS,RESETOCCURRED
n/a,LOGS,ALARMTABLE,ACKNOWLEDGED
n/a,PAIRING,ASSOCIATION,DISCONNECTED
n/a,LOGS,EVENT,n/a
n/a,LOGS,EVENT,RESTARTED
n/a,PAIRING,EVENT,CONNECTED
n/a,PAIRING,EVENT,DISCONNECTED
n/a,NETWORK,EVENT,RESTARTED
n/a,n/a,EVENT,n/a
n/a,PAIRING,AUTOREGISTRATION,CONNECTED
n/a,PAIRING,AUTOREGISTRATION,DISCONNECTED
n/a,COMMUNICATION,EVENT,ACKNOWLEDGED
n/a,PAIRING,AUTOREGISTRATION,ATTEMPTED
n/a,COMMUNICATION,IO,STOPPED
n/a,COMMUNICATION,IO,STARTED
n/a,NETWORK,ASSOCIATION,FAILED
n/a,SECURITY,LOGIN,FAILED
n/a,COMMUNICATION,SESSION,CONNECTED
n/a,COMMUNICATION,SESSION,DISCONNECTED
n/a,COMMUNICATION,n/a,n/a
n/a,COMMUNICATION,TEST,UPLOADED
n/a,MODEM,TRANCEIVER,RESET
n/a,MODEM,AUTDPROCESS,RESET
n/a,MODEM,n/a,CONNECTED
n/a,MODEM,n/a,DISCONNECTED
n/a,MODEM,n/a,START
n/a,COMMUNICATION,n/a,SUCCEEDED
n/a,COMMUNICATION,n/a,FAILED
COLLECTOR,FIRMWARE,n/a,REPLACED
COLLECTOR,FIRMWARE,n/a,CHANGED
COLLECTOR,n/a,PROCESSOR,OVERFLOW
COLLECTOR,MEMORY,RAM,OVERFLOW
COLLECTOR,n/a,STORAGE,OVERFLOW
COLLECTOR,n/a,READACCESS,FAILED
COLLECTOR,SECURITY,REMOTEACCESS,ACCESSED
COLLECTOR,n/a,RECOVERY,RESET
COLLECTOR,MOBILESECURITY,LOGIN,ACCESSED
COLLECTOR,MOBILESECURITY,ACCESS,EXECUTE
COLLECTOR,MOBILESECURITY,LOGIN,FAILED
COLLECTOR,MOBILESECURITY,ACCESS,SEALED
ELECTRIC_METER,FIRMWARE,PROGRAM,START
ELECTRIC_METER,FIRMWARE,PROGRAM,SUCCEEDED
ELECTRIC_METER,FIRMWARE,PROGRAM,FAILED
ELECTRIC_METER,FIRMWARE,PROGRAM,n/a
COLLECTOR,SECURITY,n/a,ERROR
COLLECTOR,SECURITY,SECURITYKEY,ERROR
n/a,SECURITY,ACCESS,CHANGED
n/a,SECURITY,ACCESS,NOTAUTHORIZED
n/a,SECURITY,ACCESS,FAILED
n/a,SECURITY,CALCULATION,ERROR
n/a,n/a,REGISTER,UNINITIALIZED
COLLECTOR,NETWORK,MESH,DISALLOWED
COLLECTOR,NETWORK,MESH,RELEASED
COLLECTOR,NETWORK,MESH,REESTABLISHED
COLLECTOR,NETWORK,MESH,INITIALIZED
COLLECTOR,NETWORK,MESH,CHANGED
n/a,MODEM,OPTIONBOARD,REPLACED
n/a,MODEM,OPTIONBOARD,STARTED
COLLECTOR,CONFIGURATION,DATA,ACKNOWLEDGED
COLLECTOR,NETWORK,CABLE,CONNECTED
COLLECTOR,NETWORK,CABLE,DISCONNECTED
COLLECTOR,CONFIGURATION,IO,CREATED
COLLECTOR,CONFIGURATION,IO,REMOVED
COLLECTOR,CONFIGURATION,DATA,SUCCEEDED
COLLECTOR,CONFIGURATION,DATA,FAILED
COLLECTOR,CONFIGURATION,PROGRAM,STARTED
COLLECTOR,CONFIGURATION,PROGRAM,SUCCEEDED
COLLECTOR,CONFIGURATION,PROGRAM,FAILED
COLLECTOR,CONFIGURATION,PROGRAM,SCHEDULED
COLLECTOR,CONFIGURATION,PROGRAM,STOP
COLLECTOR,SECURITY,ACCESS,TAMPERDETECTED
COLLECTOR,LOGS,RECODER,n/a
COLLECTOR,MOBILESECURITY,RECODER,OUTOFRANGE
COLLECTOR,MOBILESECURITY,RECODER,FAILED
COLLECTOR,MOBILESECURITY,RECODER,TAMPERDETECTED
COLLECTOR,MOBILESECURITY,RECODER,UNINITIALIZED
COLLECTOR,MOBILESECURITY,RECODER,CHANGED
n/a,SECURITY,CERTIFICATE,CHANGED
n/a,SECURITY,CERTIFICATE,FAILED
n/a,SECURITY,SECURITYKEY,STOPPED
n/a,SECURITY,CERTIFICATE,REMOVED
n/a,SECURITY,ASSOCIATION,SUCCEEDED
n/a,SECURITY,ASSOCIATION,FAILED
n/a,SECURITY,ACCESS,TAMPERDETECTED
n/a,SECURITY,CERTIFICATE,CREATED
n/a,SECURITY,CERTIFICATE,EXPIRED
COLLECTOR,POWER,n/a,TERMINATED
COLLECTOR,POWER,n/a,STOPPED
COLLECTOR,POWER,n/a,DISCONNECTED
COLLECTOR,POWER,FIRMWARERESET,DISCONNECTED
COLLECTOR,POWER,IO,DISCONNECTED
COLLECTOR,POWER,AUTDPROCESS,DISCONNECTED
ELECTRIC_METER,LOGS,EVENTLOG,CLEARED
ELECTRIC_METER,CLOCK,TIMEVARIANCE,INVALID
n/a,LOGS,EVENTLOG,CLEARED
n/a,SECURITY,ENCLOSURE,OPENED
n/a,SECURITY,ENCLOSURE,CLOSED
ELECTRIC_METER,LOGS,EVENT,CLEARED
ELECTRIC_METER,POWER,PHASEAVOLTAGE,SAGSTARTED
ELECTRIC_METER,POWER,PHASEBVOLTAGE,SAGSTARTED
ELECTRIC_METER,POWER,PHASECVOLTAGE,SAGSTARTED
ELECTRIC_METER,POWER,PHASE,SAGSTARTED
ELECTRIC_METER,POWER,POWERQUALITY,SAGSTARTED
ELECTRIC_METER,POWER,PHASEVOLTAGE,SAGSTARTED
ELECTRIC_METER,POWER,POWERQUALITYRECORDING,SAGSTARTED
*,n/a,READACCESS,READ
*,n/a,WRITEACCESS,n/a
*,n/a,n/a,PROCESSED
*,CLOCK,DAYLIGHTSAVINGSTIME,ENABLED
*,CLOCK,DAYLIGHTSAVINGSTIME,DISABLED
*,CLOCK,TIME,ERROR
*,POWER,PHASESEQUENCE,REVERSED
*,n/a,TIER,n/a
*,ASSOCIATEDDEVICE,INPUT,STARTED
*,POWER,PHASEA,FAILED
*,POWER,PHASEA,RESTORED
*,POWER,PHASEB,FAILED
*,POWER,PHASEB,RESTORED
*,POWER,PHASEC,FAILED
*,POWER,PHASEC,RESTORED
*,FIRMWARE,EVENT,FAILED
*,POWER,n/a,READ
ELECTRIC_METER,POWER,VOLTAGE,PROCESSED
ELECTRIC_METER,POWER,PHASEVOLTAGE,SWELLSTARTED
ELECTRIC_METER,POWER,POWERFACTOR,PROCESSED
ELECTRIC_METER,POWER,CURRENT,PROCESSED
ELECTRIC_METER,POWER,POWERFACTOR,n/a
ELECTRIC_METER,n/a,CURRENT,PROCESSED
ELECTRIC_METER,POWER,CURRENT,HIGHDISTORTION
ELECTRIC_METER,POWER,VOLTAGE,HIGHDISTORTION
ELECTRIC_METER,POWER,VOLTAGE,IMBALANCED
ELECTRIC_METER,POWER,CURRENT,IMBALANCED
ELECTRIC_METER,DEMAND,n/a,HIGHDISTORTION
*,CLOCK,TIME,INVALID
*,LOGS,ALARMTABLE,CLEARED
*,WATCHDOG,AUTDPROCESS,ERROR
*,FIRMWARE,ACTIVATION,READYFORACTIVATION
*,FIRMWARE,ACTIVATION,ACTIVATED
*,BILLING,TOU,SUCCEEDED
*,SECURITY,ENCLOSURE,REMOVED
*,SECURITY,ENCLOSURE,CLOSED
*,SECURITY,PASSWORD,FAILED
*,CONFIGURATION,DATA,CHANGED
*,SECURITY,SECURITYKEY,CHARGED
*,SECURITY,SECURITYKEY,FAILED
*,SECURITY,ASSOCIATION,INVALID
*,FIRMWARE,ACTIVATION,FAILED
*,METROLOGY,MEASUREMENT,INVALID
*,LOADCONTROL,CONTROLPOINT,ARMEDFORCLOSURE
*,LOADCONTROL,CONTROLPOINT,DISCONNECTED
*,LOADCONTROL,CONTROLPOINT,CONNECTED
*,RCDSWITCH,CONTROLPOINT,CONNECTED
*,RCDSWITCH,CONTROLPOINT,DISCONNECTED
*,LOADCONTROL,CONTROLPOINT,DISCONNECTFAILED
*,LOADCONTROL,PHASEACURRENT,MAXLIMITREACHED
*,LOADCONTROL,PHASEACURRENT,MAXLIMITREACHEDCLEARED
*,LOADCONTROL,PHASEBCURRENT,MAXLIMITREACHED
*,LOADCONTROL,PHASEBCURRENT,MAXLIMITREACHEDCLEARED
*,LOADCONTROL,PHASECCURRENT,MAXLIMITREACHED
*,LOADCONTROL,PHASECCURRENT,MAXLIMITREACHEDCLEARED
*,POWER,PHASEAVOLTAGE,MISSING
*,POWER,PHASEBVOLTAGE,MISSING
*,POWER,PHASECVOLTAGE,MISSING
*,POWER,PHASEAVOLTAGE,NORMAL
*,POWER,PHASEBVOLTAGE,NORMAL
*,POWER,PHASECVOLTAGE,NORMAL
*,POWER,PHASEAVOLTAGE,OUTOFRANGE
*,POWER,PHASEBVOLTAGE,OUTOFRANGE
*,POWER,PHASECVOLTAGE,OUTOFRANGE
*,POWER,VOLTAGE,MISSING
*,POWER,PHASE,IMBALANCED
*,SECURITY,CURRENT,REVERSED
*,COMMUNICATION,TIMEOUT,FAILED
*,MODEM,INITIALISATION,FAILED
*,MODEM,STATUS,SUCCEEDED
*,MODEM,AUTOREGISTRATION,FAILED
*,MODEM,REGISTRATION,ESTABLISHED
*,MODEM,REGISTRATION,FAILED
*,MODEM,FIRMWARERESET,RESET
*,MODEM,FIRMWARERESET,RESETOCCURRED
*,MODEM,SESSION,ESTABLISHED
*,MODEM,SESSION,DISCONNECTED
*,MODEM,TEST,FAILED
*,MODEM,INITIALISATION,INVALID
*,MODEM,n/a,MINLIMITREACHED
*,MODEM,THRESHOLD,MAXLIMITREACHED
*,COMMUNICATION,LOGIN,ACCESSED
*,FIRMWARE,FEATURE,ERRORCLEARED
*,n/a,INPUT,STARTED
*,BILLING,DATA,SUCCEEDED
*,LOGS,PARAMETER,RESTORED
*,LOGS,PARAMETER,INITIALIZED
*,LOGS,STATUS,CHANGED
*,ASSOCIATEDDEVICE,RELAY,DISCONNECTFAILED
*,ASSOCIATEDDEVICE,RELAY,DISCONNECTED
*,ASSOCIATEDDEVICE,RELAY,CONNECTFAILED
*,ASSOCIATEDDEVICE,RELAY,CONNECTED
*,ASSOCIATEDDEVICE,INPUT,ERROR
*,FIRMWARE,FEATURE,ERROR
*,BATTERY,STATUS,ENABLED
*,BATTERY,STATUS,DISABLED
*,MODEM,SESSION,FAILED
*,LOGS,SESSION,STARTED
*,LOGS,SESSION,DISALLOWED
*,LOGS,SESSION,STOPPED
*,LOGS,SESSION,EXPIRED
*,LOGS,SESSION,TERMINATED
*,LOGS,SESSION,SUBSTITUTED
*,LOGS,SESSION,ABORTED
GAS_METER,MOBILESECURITY,n/a,RESET
GAS_METER,COMMUNICATION,SESSION,START
GAS_METER,COMMUNICATION,SESSION,STOP
GAS_METER,n/a,PARAMETER,REPROGRAMMED
GAS_METER,n/a,FLOW,OUTOFRANGE
GAS_METER,n/a,FLOW,OUTOFRANGECLEARED
GAS_METER,n/a,FLOW,REVERSED
GAS_METER,n/a,FLOW,RESTORED
GAS_METER,TEMPERATURE,THRESHOLD,MAXLIMITREACHED
GAS_METER,TEMPERATURE,THRESHOLD,MAXLIMITREACHEDCLEARED
GAS_METER,TEMPERATURE,THRESHOLD,MINLIMITREACHED
GAS_METER,TEMPERATURE,THRESHOLD,MINLIMITCLEARED
GAS_METER,TEMPERATURE,n/a,OUTOFRANGE
GAS_METER,TEMPERATURE,n/a,NORMAL
GAS_METER,SECURITY,PASSWORD,CHANGED
GAS_METER,BATTERY,CHARGE,NORMAL
GAS_METER,COMMUNICATION,HEADENDSYSTEM,FAILED
GAS_METER,COMMUNICATION,n/a,FAILED
GAS_METER,BATTERY,CHARGE,MINLIMITREACHED
GAS_METER,FIRMWARE,ACTIVATION,FAILED
GAS_METER,n/a,n/a,DISCONNECT
GAS_METER,SECURITY,ACCESS,NOTAUTHORIZED
GAS_METER,FIRMWARE,STATUS,RESET
GAS_METER,POWER,n/a,INCREASED
GAS_METER,POWER,n/a,DECREASED
